incident_key,occur_date,occur_time,boro,precinct,jurisdiction_code,location_desc,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race,latitude,longitude
140396316,2015-01-01,2023-04-30T01:30:00.000-04:00,STATEN ISLAND,123,0,GROCERY/BODEGA,false,25-44,M,WHITE,25-44,M,BLACK HISPANIC,40.565055364000045,-74.18438557799993
140396353,2015-01-01,2023-04-30T02:51:00.000-04:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,25-44,M,BLACK,40.81646587100005,-73.90780617899998
140397850,2015-01-02,2023-04-30T04:10:00.000-04:00,BROOKLYN,63,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.627197212000056,-73.92776417899995
140398208,2015-01-02,2023-04-30T02:33:00.000-04:00,QUEENS,107,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,BLACK,40.73025990900004,-73.81414744299997
140398530,2015-01-02,2023-04-30T11:15:00.000-04:00,QUEENS,101,0,MULTI DWELL - APT BUILD,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,40.59825516800004,-73.75523010999996
140399734,2015-01-02,2023-04-30T14:49:00.000-04:00,BRONX,46,0,,false,,,,25-44,M,BLACK HISPANIC,40.850704128000075,-73.90595976999998
140407288,2015-01-02,2023-04-30T17:25:00.000-04:00,QUEENS,103,0,,false,,,,25-44,M,BLACK,40.70122239700004,-73.80157421599995
140407289,2015-01-02,2023-04-30T22:37:00.000-04:00,BROOKLYN,81,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,18-24,M,BLACK,40.68034619500003,-73.93003636799995
140424108,2015-01-04,2023-04-30T15:00:00.000-04:00,MANHATTAN,17,0,MULTI DWELL - APT BUILD,true,25-44,M,WHITE,65+,M,WHITE,40.75363275900003,-73.96458102899999
140424110,2015-01-03,2023-04-30T23:41:00.000-04:00,BROOKLYN,60,0,LIQUOR STORE,false,18-24,M,BLACK HISPANIC,18-24,M,BLACK,40.57283863500004,-73.99543401199998
140424174,2015-01-03,2023-04-30T19:38:00.000-04:00,BROOKLYN,75,0,COMMERCIAL BLDG,true,,,,18-24,M,BLACK,40.67702302600003,-73.89857243799997
140435607,2015-01-05,2023-04-30T15:12:00.000-04:00,BROOKLYN,67,0,,false,,,,<18,M,BLACK,40.64927517900003,-73.93496278999999
140435608,2015-01-05,2023-04-30T16:58:00.000-04:00,BROOKLYN,83,0,,false,18-24,M,BLACK,25-44,M,WHITE,40.68782471800006,-73.91316917399996
140435609,2015-01-05,2023-04-30T17:08:00.000-04:00,BROOKLYN,77,0,,false,<18,M,BLACK,<18,M,BLACK,40.67198303200007,-73.95749922599998
140435766,2015-01-05,2023-04-30T22:32:00.000-04:00,BRONX,46,0,,false,18-24,M,BLACK HISPANIC,25-44,M,WHITE,40.85746736100003,-73.89675750499998
140452041,2015-01-06,2023-04-30T19:34:00.000-04:00,BROOKLYN,63,0,,true,,,,18-24,M,BLACK,40.627427140000066,-73.92099544699994
140452042,2015-01-06,2023-04-30T18:23:00.000-04:00,QUEENS,115,0,,false,,,,18-24,M,BLACK HISPANIC,40.75427186300004,-73.87376408199998
140452154,2015-01-06,2023-04-30T22:05:00.000-04:00,QUEENS,106,0,PVT HOUSE,false,25-44,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK HISPANIC,40.66450565200006,-73.81112936599999
140466125,2015-01-07,2023-04-30T11:55:00.000-04:00,BRONX,43,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,45-64,M,BLACK,40.82730054600006,-73.87210296099994
140470050,2015-01-08,2023-04-30T03:57:00.000-04:00,BRONX,49,0,,false,,,,18-24,M,BLACK,40.87151480800003,-73.84826283099994
140480086,2015-01-08,2023-04-30T17:30:00.000-04:00,BROOKLYN,77,0,,true,18-24,M,BLACK,18-24,M,BLACK,40.67498800000004,-73.94584720299997
140486218,2015-01-09,2023-04-30T14:26:00.000-04:00,STATEN ISLAND,121,0,,false,18-24,M,BLACK,18-24,F,BLACK,40.63680476600007,-74.13669555599995
140501472,2015-01-10,2023-04-30T01:15:00.000-04:00,BRONX,46,0,,false,,,,<18,M,BLACK HISPANIC,40.85893149100008,-73.89777151999994
140501473,2015-01-10,2023-04-30T05:45:00.000-04:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,WHITE HISPANIC,18-24,M,BLACK,40.82779500200007,-73.89900251299997
140501474,2015-01-11,2023-04-30T02:56:00.000-04:00,MANHATTAN,32,0,,false,18-24,M,BLACK HISPANIC,25-44,M,BLACK,40.81600399600006,-73.94131882499994
140501475,2015-01-11,2023-04-30T01:43:00.000-04:00,QUEENS,102,0,,false,,,,18-24,M,BLACK,40.67949987600008,-73.86282435499999
140501476,2015-01-11,2023-04-30T04:03:00.000-04:00,BROOKLYN,81,0,,false,,,,18-24,M,BLACK,40.690938721000066,-73.92915666799996
140509774,2015-01-10,2023-04-30T02:25:00.000-04:00,QUEENS,101,0,,true,,,,25-44,M,BLACK,40.60977721300003,-73.75061519199994
140509775,2015-01-11,2023-04-30T13:05:00.000-04:00,BROOKLYN,63,0,,false,,,,18-24,M,BLACK,40.63321728600005,-73.92258712999995
140509776,2015-01-11,2023-04-30T14:20:00.000-04:00,BROOKLYN,73,0,,false,,,,18-24,M,BLACK,40.65921221700006,-73.90998894799998
140509861,2015-01-11,2023-04-30T22:07:00.000-04:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,<18,M,BLACK,25-44,M,BLACK HISPANIC,40.83443366900008,-73.87925552699994
140514050,2015-01-12,2023-04-30T04:49:00.000-04:00,BROOKLYN,77,0,,false,,,,25-44,M,BLACK,40.68113428400005,-73.96445548499997
140515809,2015-01-12,2023-04-30T07:27:00.000-04:00,BROOKLYN,90,0,,false,,,,18-24,M,WHITE HISPANIC,40.70925601500005,-73.95357882499997
140522692,2015-01-12,2023-04-30T10:06:00.000-04:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,true,18-24,M,BLACK,25-44,M,BLACK,40.639483847000065,-73.94544858699999
140522694,2015-01-12,2023-04-30T17:00:00.000-04:00,BROOKLYN,71,0,,false,,,,25-44,M,BLACK,40.66302783300006,-73.94003053699998
140522803,2015-01-12,2023-04-30T22:07:00.000-04:00,BROOKLYN,60,0,,false,,,,25-44,M,BLACK,40.57708812900006,-73.99135085599994
140522804,2015-01-12,2023-04-30T22:20:00.000-04:00,BRONX,40,0,,true,25-44,M,BLACK,18-24,M,BLACK,40.81518222400007,-73.90394937199994
140525793,2015-01-13,2023-04-30T02:00:00.000-04:00,QUEENS,112,0,,false,,,,25-44,M,WHITE,40.72971557000005,-73.86396599599993
140539962,2015-01-14,2023-04-30T03:15:00.000-04:00,BROOKLYN,69,0,,false,,,,25-44,M,BLACK,40.64558309900008,-73.89940647099996
140539963,2015-01-14,2023-04-30T00:55:00.000-04:00,QUEENS,113,0,PVT HOUSE,false,18-24,M,BLACK,25-44,M,BLACK,40.67241025200008,-73.75979899699996
140551765,2015-01-14,2023-04-30T19:57:00.000-04:00,MANHATTAN,33,0,,false,,,,25-44,M,BLACK,40.84200482000006,-73.93726227099995
140552445,2015-01-14,2023-04-30T23:00:00.000-04:00,QUEENS,105,0,,false,,,,25-44,M,BLACK,40.66522381800007,-73.77155780099997
140555114,2015-01-15,2023-04-30T03:59:00.000-04:00,QUEENS,106,0,HOTEL/MOTEL,false,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,40.67709733800007,-73.82504073299998
140591801,2015-01-16,2023-04-30T21:50:00.000-04:00,QUEENS,114,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,18-24,M,WHITE,40.772647318000054,-73.91589273399995
140591802,2015-01-17,2023-04-30T01:42:00.000-04:00,MANHATTAN,30,0,RESTAURANT/DINER,false,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,40.825576976000036,-73.94736236699998
140591803,2015-01-17,2023-04-30T07:00:00.000-04:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,40.85066048600004,-73.90891975699998
140591804,2015-01-17,2023-04-30T18:20:00.000-04:00,BROOKLYN,75,0,,false,25-44,M,BLACK,25-44,M,BLACK,40.67332234400004,-73.88628609799997
140591805,2015-01-18,2023-04-30T00:43:00.000-04:00,MANHATTAN,32,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,45-64,M,BLACK,40.82988338300004,-73.93675968099996
140591806,2015-01-18,2023-04-30T04:26:00.000-04:00,BROOKLYN,69,0,,false,<18,M,BLACK,45-64,M,BLACK,40.64046911600008,-73.90121872799995
140595788,2015-01-18,2023-04-30T13:54:00.000-04:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.67896052800006,-73.92313814899995
140595789,2015-01-18,2023-04-30T15:38:00.000-04:00,BRONX,49,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.87009439500008,-73.85460029699993
140600553,2015-01-18,2023-04-30T22:00:00.000-04:00,BRONX,44,0,,false,18-24,M,BLACK HISPANIC,18-24,M,BLACK,40.83405185000004,-73.92739640899998
140607122,2015-01-19,2023-04-30T09:10:00.000-04:00,BROOKLYN,67,0,,false,,,,18-24,M,BLACK,40.65342395400006,-73.93687288699994
140607695,2015-01-19,2023-04-30T03:15:00.000-04:00,QUEENS,102,0,,false,,,,25-44,M,BLACK,40.69587091300008,-73.82054700699996
140614192,2015-01-19,2023-04-30T16:48:00.000-04:00,BROOKLYN,73,0,,false,,,,25-44,M,BLACK,40.668717396000034,-73.91730820799995
140616823,2015-01-20,2023-04-30T15:00:00.000-04:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,BLACK,40.57720778700008,-73.99029024199996
140618709,2015-01-20,2023-04-30T08:02:00.000-04:00,QUEENS,100,0,,true,25-44,M,BLACK,25-44,M,BLACK,40.58800946200006,-73.80728602299996
140628572,2015-01-20,2023-04-30T21:17:00.000-04:00,BRONX,43,0,,false,,,,25-44,M,BLACK,40.822861689000035,-73.86045106499995
140628573,2015-01-20,2023-04-30T15:00:00.000-04:00,QUEENS,102,0,GAS STATION,true,25-44,M,BLACK,25-44,M,BLACK,40.697015201000056,-73.81463185099994
140628575,2015-01-20,2023-04-30T22:15:00.000-04:00,STATEN ISLAND,122,0,,true,18-24,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,40.594033109000065,-74.06898309599995
140628576,2015-01-20,2023-04-30T14:48:00.000-04:00,BROOKLYN,90,0,,false,18-24,M,BLACK,<18,M,BLACK,40.71188962300005,-73.94145940199996
140643796,2015-01-21,2023-04-30T22:47:00.000-04:00,MANHATTAN,14,0,MULTI DWELL - APT BUILD,true,25-44,M,BLACK,25-44,F,BLACK HISPANIC,40.757316640000056,-73.98787920599995
140643797,2015-01-21,2023-04-30T22:47:00.000-04:00,BRONX,43,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.820953925000026,-73.85801741099993
140651189,2015-01-22,2023-04-30T05:30:00.000-04:00,BRONX,41,0,,true,,,,45-64,M,WHITE HISPANIC,40.81105292600006,-73.88072125899998
140663490,2015-01-22,2023-04-30T19:30:00.000-04:00,BRONX,47,0,,false,,,,18-24,M,BLACK,40.888628434000054,-73.84061583199997
140663491,2015-01-22,2023-04-30T19:37:00.000-04:00,BROOKLYN,75,0,,false,18-24,M,BLACK,18-24,M,BLACK,40.65741607100006,-73.89880768499995
140664095,2015-01-22,2023-04-30T19:13:00.000-04:00,BRONX,46,0,,false,,,,<18,M,BLACK,40.85036733600003,-73.91725431299994
140670949,2015-01-23,2023-04-30T12:26:00.000-04:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,BLACK,40.59745909700007,-73.93841949999995
140688855,2015-01-23,2023-04-30T21:47:00.000-04:00,BROOKLYN,70,0,BEAUTY/NAIL SALON,false,18-24,M,BLACK,25-44,M,BLACK,40.640072442000076,-73.95520425999996
140688856,2015-01-24,2023-04-30T18:38:00.000-04:00,BRONX,42,0,,false,18-24,M,BLACK,<18,M,WHITE HISPANIC,40.82229857200008,-73.91169480799994
140690269,2015-01-25,2023-04-30T13:10:00.000-04:00,BROOKLYN,73,2,,false,18-24,M,BLACK,18-24,M,BLACK,40.66604187100006,-73.90696536899998
140697084,2015-01-24,2023-04-30T05:40:00.000-04:00,QUEENS,105,0,PVT HOUSE,true,25-44,M,BLACK,<18,F,BLACK,40.655610814000056,-73.75096734899995
140697169,2015-01-25,2023-04-30T14:43:00.000-04:00,MANHATTAN,13,0,CHAIN STORE,true,25-44,M,BLACK,25-44,M,BLACK,40.74223733800005,-73.99119093799999
140697170,2015-01-25,2023-04-30T23:19:00.000-04:00,QUEENS,113,0,MULTI DWELL - APT BUILD,true,18-24,M,BLACK HISPANIC,18-24,M,BLACK,40.67912609800004,-73.77391628999999
140697171,2015-01-25,2023-04-30T19:34:00.000-04:00,BRONX,46,0,,false,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,40.86071568800003,-73.89924873799998
140697172,2015-01-25,2023-04-30T23:13:00.000-04:00,BROOKLYN,75,0,,false,,,,25-44,M,BLACK,40.68257790400003,-73.87599009499996
140697173,2015-01-25,2023-04-30T23:34:00.000-04:00,BROOKLYN,81,0,GROCERY/BODEGA,true,45-64,M,BLACK,45-64,M,WHITE HISPANIC,40.687023956000075,-73.92081441199997
140707619,2015-01-26,2023-04-30T17:35:00.000-04:00,BRONX,44,0,,false,,,,18-24,M,WHITE HISPANIC,40.84122314700005,-73.92076414499996
140712010,2015-01-26,2023-04-30T19:02:00.000-04:00,MANHATTAN,7,0,,false,,,,18-24,M,BLACK,40.71843860600006,-73.98293775499997
140712011,2015-01-26,2023-04-30T00:25:00.000-04:00,BRONX,43,0,,false,,,,25-44,M,BLACK,40.82870038400006,-73.85028665199997
140727468,2015-01-27,2023-04-30T17:43:00.000-04:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,<18,M,BLACK,40.67213795500004,-73.91121836499997
140727958,2015-01-27,2023-04-30T14:45:00.000-04:00,BROOKLYN,67,0,GROCERY/BODEGA,true,25-44,M,BLACK,25-44,M,BLACK,40.635140797000076,-73.94789538599997
140742620,2015-01-29,2023-04-30T01:53:00.000-04:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,40.66251934400003,-73.92701202699999
140758093,2015-01-29,2023-04-30T17:50:00.000-04:00,BROOKLYN,75,0,PVT HOUSE,false,,,,25-44,M,BLACK,40.674345268000025,-73.87021678799994
140762084,2015-01-30,2023-04-30T00:58:00.000-04:00,BRONX,52,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.87531056300003,-73.88744874999998
140776404,2015-01-30,2023-04-30T11:28:00.000-04:00,STATEN ISLAND,120,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.64098415500007,-74.08692477199997
140776405,2015-01-30,2023-04-30T19:51:00.000-04:00,MANHATTAN,32,0,,false,18-24,M,BLACK,18-24,M,BLACK,40.815750544000025,-73.93974999599999
140776406,2015-01-31,2023-04-30T02:30:00.000-04:00,BROOKLYN,90,0,,false,18-24,M,BLACK,18-24,M,BLACK,40.70164519600007,-73.94226792099994
140776407,2015-01-31,2023-04-30T04:20:00.000-04:00,BROOKLYN,77,0,,false,,,,45-64,M,BLACK,40.67198303200007,-73.95749922599998
140782575,2015-02-01,2023-04-30T06:33:00.000-04:00,BROOKLYN,75,0,,false,45-64,M,BLACK,25-44,M,BLACK,40.670268831000044,-73.87841200699995
140787286,2015-02-01,2023-04-30T00:05:00.000-04:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.66646530600008,-73.90410471999996
140787287,2015-02-01,2023-04-30T19:00:00.000-04:00,QUEENS,105,0,,false,18-24,M,BLACK,18-24,M,BLACK,40.71167007200006,-73.73765061099994
140791300,2015-02-01,2023-04-30T23:12:00.000-04:00,BRONX,45,0,,false,,,,25-44,F,WHITE HISPANIC,40.87594701200004,-73.83303635299995
140791301,2015-02-01,2023-04-30T23:59:00.000-04:00,BRONX,52,0,,false,,,,18-24,M,BLACK,40.87950327600004,-73.87327973699996
140791302,2015-02-01,2023-04-30T04:00:00.000-04:00,BRONX,49,0,PVT HOUSE,true,,,,18-24,M,BLACK,40.86268800600004,-73.86642557499994
140791303,2015-01-31,2023-04-30T14:30:00.000-04:00,QUEENS,114,0,,true,45-64,M,WHITE,25-44,M,WHITE,40.77846396100006,-73.92139644999997
140791304,2015-02-01,2023-04-30T23:16:00.000-04:00,MANHATTAN,30,0,,true,18-24,M,BLACK,25-44,M,BLACK,40.82048710500004,-73.95494146299995
140806570,2015-02-02,2023-04-30T13:33:00.000-04:00,MANHATTAN,33,0,MULTI DWELL - APT BUILD,false,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,40.83960256100005,-73.93806458999995
140821311,2015-02-03,2023-04-30T18:09:00.000-04:00,BROOKLYN,75,0,,false,<18,M,BLACK,18-24,M,BLACK,40.670801632000064,-73.87470747499998
140826839,2015-02-04,2023-04-30T00:51:00.000-04:00,QUEENS,100,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,BLACK,40.578559675000065,-73.83755089499994
140838895,2015-02-04,2023-04-30T16:23:00.000-04:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,BLACK,40.69539199900004,-73.97940754499996
140847027,2015-02-05,2023-04-30T03:30:00.000-04:00,QUEENS,106,0,,false,25-44,M,WHITE HISPANIC,18-24,M,WHITE,40.66964514700004,-73.82649770299997
140847882,2015-02-05,2023-04-30T01:45:00.000-04:00,QUEENS,102,0,,false,,,,25-44,M,BLACK HISPANIC,40.690015423000034,-73.86618597399996
140847883,2015-02-05,2023-04-30T05:00:00.000-04:00,STATEN ISLAND,120,0,,false,18-24,M,BLACK,18-24,M,BLACK,40.635502116000055,-74.12325538199997
140847884,2015-02-05,2023-04-30T11:30:00.000-04:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,BLACK,40.71054825900006,-73.94072474599994
140879490,2015-02-07,2023-04-30T07:20:00.000-04:00,QUEENS,108,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK,40.75086316900007,-73.94544513399995
140883285,2015-02-07,2023-04-30T21:30:00.000-04:00,BRONX,44,0,,false,,,,18-24,M,BLACK,40.83012856100004,-73.91442119699997
140883286,2015-02-08,2023-04-30T04:47:00.000-04:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,F,BLACK,40.84904944400006,-73.90092389899996
140892841,2015-02-08,2023-04-30T15:17:00.000-04:00,BRONX,40,0,,false,,,,18-24,M,BLACK,40.82020859600004,-73.92147720999998
140911028,2015-02-09,2023-04-30T21:26:00.000-04:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.694303210000044,-73.97748603099996
140911030,2015-02-09,2023-04-30T17:52:00.000-04:00,BRONX,44,0,,false,,,,18-24,M,WHITE HISPANIC,40.83540507600003,-73.92478261099996
140943397,2015-02-11,2023-04-30T16:27:00.000-04:00,QUEENS,101,0,,false,,,,25-44,M,BLACK,40.59261119000007,-73.78377099099998
140949282,2015-02-12,2023-04-30T01:05:00.000-04:00,STATEN ISLAND,120,0,,false,25-44,M,BLACK,18-24,M,BLACK,40.634989974000064,-74.11729291599994
140965517,2015-02-13,2023-04-30T01:15:00.000-04:00,BROOKLYN,71,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,18-24,F,BLACK,40.66141618000006,-73.94128833299999
140986606,2015-02-15,2023-04-30T04:45:00.000-04:00,QUEENS,113,0,,false,25-44,M,BLACK,18-24,M,WHITE HISPANIC,40.670488687000045,-73.79608396299994
140986607,2015-02-14,2023-04-30T04:10:00.000-04:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.667134892000036,-73.86697872099995
140986608,2015-02-13,2023-04-30T21:21:00.000-04:00,MANHATTAN,30,0,,false,,,,18-24,M,BLACK HISPANIC,40.825576976000036,-73.94736236699998
140986609,2015-02-13,2023-04-30T23:00:00.000-04:00,QUEENS,102,0,,true,,,,25-44,M,WHITE HISPANIC,40.68787432500005,-73.85360714999996
140987178,2015-02-15,2023-04-30T11:47:00.000-04:00,BROOKLYN,94,0,,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK,40.72696446600003,-73.95311617799996
141003369,2015-02-16,2023-04-30T01:45:00.000-04:00,STATEN ISLAND,120,2,MULTI DWELL - APT BUILD,true,18-24,M,BLACK,<18,M,BLACK,40.636818411000036,-74.11865177499999
141003370,2015-02-16,2023-04-30T00:52:00.000-04:00,STATEN ISLAND,121,0,,false,18-24,M,BLACK,45-64,M,WHITE HISPANIC,40.635068244000024,-74.14019721699998
141003371,2015-02-16,2023-04-30T03:13:00.000-04:00,BRONX,44,0,,false,25-44,M,BLACK,18-24,M,BLACK,40.84299586900005,-73.92168207499998
141003780,2015-02-16,2023-04-30T00:03:00.000-04:00,MANHATTAN,23,0,MULTI DWELL - PUBLIC HOUS,true,,,,18-24,M,BLACK,40.796341580000046,-73.94119868699994
141024728,2015-02-17,2023-04-30T00:38:00.000-04:00,MANHATTAN,34,0,,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,40.85279600800004,-73.92937602899997
141042043,2015-02-18,2023-04-30T18:02:00.000-04:00,BRONX,46,0,,false,18-24,M,BLACK,<18,M,BLACK,40.84903980900003,-73.90481134499998
141042044,2015-02-18,2023-04-30T01:29:00.000-04:00,MANHATTAN,10,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,BLACK,40.74347045600007,-74.00539165099997
141058910,2015-02-19,2023-04-30T09:12:00.000-04:00,BROOKLYN,75,0,PVT HOUSE,true,,,,18-24,M,BLACK,40.66916647700003,-73.89128446399997
141058911,2015-02-19,2023-04-30T13:57:00.000-04:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK HISPANIC,18-24,M,BLACK,40.695225668000035,-73.97621250699996
141058912,2015-02-19,2023-04-30T15:20:00.000-04:00,BRONX,47,0,,true,,,,25-44,M,BLACK,40.87916872200003,-73.85413905299998
141066511,2015-02-20,2023-04-30T16:00:00.000-04:00,BROOKLYN,67,0,,false,,,,25-44,M,BLACK,40.64029556600008,-73.95135698999997
141078486,2015-02-20,2023-04-30T23:55:00.000-04:00,MANHATTAN,32,0,,false,,,,25-44,M,BLACK,40.81911785600005,-73.93903836599998
141078487,2015-02-21,2023-04-30T03:10:00.000-04:00,BROOKLYN,81,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.68964851100003,-73.92405254299996
141078488,2015-02-21,2023-04-30T03:10:00.000-04:00,STATEN ISLAND,120,0,,false,,,,25-44,M,BLACK,40.611877040000024,-74.08446833299996
141078845,2015-02-21,2023-04-30T04:18:00.000-04:00,BROOKLYN,61,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,40.59678702800005,-73.97504015299995
141078846,2015-02-21,2023-04-30T06:45:00.000-04:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,45-64,F,BLACK,40.65758812200005,-73.92905489999998
141078847,2015-02-21,2023-04-30T15:35:00.000-04:00,BROOKLYN,71,0,,false,,,,18-24,M,BLACK,40.65598578500004,-73.95472234199997
141091744,2015-02-22,2023-04-30T18:30:00.000-04:00,BROOKLYN,69,0,,true,,,,25-44,M,BLACK,40.64312760800004,-73.90809184399996
141091745,2015-02-22,2023-04-30T22:48:00.000-04:00,BROOKLYN,67,0,,true,,,,45-64,M,BLACK,40.65842413400003,-73.92914276399995
141092235,2015-02-22,2023-04-30T23:21:00.000-04:00,BROOKLYN,67,0,,false,,,,<18,M,BLACK,40.66066459600006,-73.93032260399997
141108397,2015-02-23,2023-04-30T16:39:00.000-04:00,MANHATTAN,9,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK HISPANIC,25-44,M,BLACK,40.72081286900004,-73.97813658799998
141108958,2015-02-23,2023-04-30T23:40:00.000-04:00,BROOKLYN,67,0,,false,18-24,M,BLACK,25-44,M,BLACK,40.650526581000065,-73.92358691599998
141112709,2015-02-24,2023-04-30T00:55:00.000-04:00,BRONX,43,0,,false,,,,18-24,M,BLACK,40.84014757800003,-73.86361030799998
141114173,2015-02-24,2023-04-30T10:00:00.000-04:00,BROOKLYN,60,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,18-24,F,BLACK,40.57544324100007,-73.98779566199994
141138986,2015-02-25,2023-04-30T17:01:00.000-04:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,40.67510482400007,-74.00557200999998
141157484,2015-02-18,2023-04-30T12:00:00.000-04:00,BRONX,41,0,,false,,,,18-24,M,BLACK,40.81691600000005,-73.88663188999993
141166112,2015-02-27,2023-04-30T16:20:00.000-04:00,BRONX,42,0,BEAUTY/NAIL SALON,false,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,40.83137040400004,-73.90095880599995
141183590,2015-02-27,2023-04-30T20:30:00.000-04:00,BRONX,52,0,MULTI DWELL - APT BUILD,false,,,,18-24,M,BLACK HISPANIC,40.879660390000026,-73.88191424899998
141183925,2015-02-28,2023-04-30T03:45:00.000-04:00,MANHATTAN,33,0,,false,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,40.842020364000064,-73.93535511299996
141183926,2015-02-28,2023-04-30T23:55:00.000-04:00,BROOKLYN,63,0,,false,,,,<18,M,BLACK,40.62176521300006,-73.93454539499999
141183927,2015-03-01,2023-04-30T01:05:00.000-04:00,BRONX,48,0,,false,25-44,M,BLACK,18-24,M,BLACK,40.85109006300007,-73.89478996599996
141183928,2015-03-01,2023-04-30T04:42:00.000-04:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.670030723000025,-73.90404371899996
141216178,2015-03-03,2023-04-30T00:03:00.000-04:00,STATEN ISLAND,120,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,40.64712706100005,-74.08817984599995
141229117,2015-03-03,2023-04-30T16:42:00.000-04:00,BRONX,43,0,,true,18-24,M,WHITE HISPANIC,18-24,M,BLACK,40.83877899600003,-73.86470317999994
141229710,2015-03-03,2023-04-30T22:52:00.000-04:00,MANHATTAN,25,0,MULTI DWELL - APT BUILD,false,25-44,M,BLACK,25-44,M,BLACK HISPANIC,40.80723932400008,-73.93630798799995
141229711,2015-03-03,2023-04-30T23:36:00.000-04:00,BRONX,46,0,,false,,,,18-24,M,BLACK HISPANIC,40.85290808700006,-73.90933892699996
141236159,2015-03-04,2023-04-30T00:45:00.000-04:00,BRONX,49,0,MULTI DWELL - APT BUILD,true,25-44,M,BLACK,25-44,M,WHITE HISPANIC,40.86189412900006,-73.85766112499994
141239717,2015-03-04,2023-04-30T17:10:00.000-04:00,QUEENS,106,0,,false,18-24,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,40.68460683400008,-73.81114679899997
141245447,2015-03-04,2023-04-30T22:02:00.000-04:00,BRONX,46,0,MULTI DWELL - APT BUILD,true,,,,25-44,F,BLACK,40.850288920000025,-73.89941792499997
141265343,2015-03-05,2023-04-30T15:44:00.000-04:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,25-44,M,BLACK HISPANIC,40.823349146000055,-73.86525665099998
